All ingredients in cryoprotective solution,DMSO usage,Cooling rate,Viability,Recovery,Doubling time,Comments about method,Comments about results,Source (DOI link),Protective protein type,Protective protein concentration,Non-reducing sugar type,Non-reducing sugar concentration,PEG weight,PEG concentration,Alternative CPA type,Alternative CPA concentration,Basal medium,DMSO_pct,Ethylene_Glycol_pct,Ethylene_Glycol_mM,Propylene_Glycol_pct,Glycerol_pct,Trehalose_mM,Sucrose_mM,Glucose_mM,Mannitol_mM,Raffinose_mM,FBS_pct,FCS_pct,Human_Serum_pct,HSA_pct,BSA_pct,Albumin_pct,PVP_pct,PEG_pct,HES_pct,Dextran_pct,Ficoll_pct,Taurine_mM,Ectoine_pct,Proline_pct,Isoleucine_mM,Creatine_mM,Methylcellulose_pct,ROCKi_uM,S1P_uM,Polyampholyte_mgml,COOH_PLL_pct,Sericin_pct,Betaine_pct,cooling_min_rate_C_per_min,cooling_max_rate_C_per_min,cooling_avg_rate_C_per_min,cooling_method,cooling_controlled,Viability_numeric,Recovery_numeric
"6.5M EG, 10% (wt) COOH-PLL, 0.5M Sucrose in PBS",0%,-34.5°C/min    ,100%,Not mentioned ,Not mentioned ,,,,Use in cell culture and differentation media,Not used,Not used ,Not used ,Not used ,,,6.5M,PBS ,0.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,34.5,34.5,34.5,slow_freeze,0,1.0,
"1M DMSO, 1M acetamide, 3M Propylene glycol in PBS",20%,-3900°C/min    ,85%,Not mentioned ,Not mentioned ,,,,Use in cell culture and differentation media,Not used,Not used ,Not used ,Not used ,,,Not used ,PBS ,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,3900.0,3900.0,slow_freeze,0,0.85,
"6.5M EG, 0.5M Sucrose in PBS",0%,-3900°C/min    ,98%,Not mentioned ,Not mentioned ,,,,Use in cell culture and differentation media,Not used,Not used ,Not used ,Not used ,,,6.5M,PBS ,0.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,3900.0,3900.0,slow_freeze,0,0.98,
"6.5M EG, 10% (wt) COOH-PLL, 0.5M Sucrose in PBS",0%,-3900°C/min    ,100%,Not mentioned ,Not mentioned ,,,,Use in cell culture and differentation media,Not used,Not used ,Not used ,Not used ,,,6.5M,PBS ,0.0,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,3900.0,3900.0,3900.0,slow_freeze,0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"50 mM Sucrose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,5%,Not mentioned ,Not mentioned ,"8 pulses at 1.5 kV/cm field strength was used for electroporation. To achieve a physiological pH of 7.4, K2HPO4 and KH2PO4 were mixed in the ratio of 40.5 to 9.5Typhan blue exclusion and flow cytometry used for viability testing. ",400mM highest ,https://doi.org/10.1016/j.cryobiol.2019.10.002,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.05,
"100 mM Sucrose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,17%,Not mentioned ,Not mentioned ,,cells were able to attach 24 h after thawing demonstrating characteristic shape and sugar-loaded vacuoles,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.17,
"150 mM Sucrose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,60%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.6,
"400 mM Sucrose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,80%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.8,
"50 mM Trehalose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,3%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.03,
"100 mM Trehalose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,14%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.14,
"150 mM Trehalose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,62%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.62,
"400 mM Trehalose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,78%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.78,
"50 mM Raffinose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,7%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.07,
"100 mM Raffinose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,19%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.19,
"150 mM Raffinose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,75%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.75,
"400 mM RAffinose in electroporation buffer (10mM K2HPO4, 10mM KH2PO4, 1mM MgCl2)",0%,Stored overnight at -80°C,80%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
10% DMSO in culture medium (Knockout DMEM),10%,-1°C/min in alcohol bath to -80°C,Not reported ,15%,Not mentioned ,,,doi:10.4061/2011/981606,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.15
10% Ethylene Glycol (EG) in culture medium (Knockout DMEM),0%,-1°C/min in alcohol bath to -80°C,Not reported ,17%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,10%,Not used ,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.17
10% propylene glycol (PEG) in culture medium (Knockout DMEM),0%,-1°C/min in alcohol bath to -80°C,Not reported ,10%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,10%,Not reported ,,Not used ,Not used ,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.1
10% glycerol in culture medium (Knockout DMEM),0%,-1°C/min in alcohol bath to -80°C,Not reported ,5%,Not mentioned ,,,,Not used ,Not used ,Not used ,10%,Not used ,Not reported ,,Not used ,Not used ,0.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
10% Ethylene Glycol (EG) in culture medium (Knockout DMEM) + 10 µM ROCK Inhibitor ,0%,-1°C/min in alcohol bath to -80°C,Not reported ,22%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,10%,Not used ,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.22
10% DMSO in culture medium (Knockout DMEM) + Accutase ,10%,-1°C/min in alcohol bath to -80°C,Not reported ,44%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.44
10% Ethylene Glycol (EG) in culture medium (Knockout DMEM) + Accutase,0%,-1°C/min in alcohol bath to -80°C,Not reported ,52%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,10%,Not used ,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.52
10% propylene glycol (PEG) in culture medium (Knockout DMEM )+ Accutase,0%,-1°C/min in alcohol bath to -80°C,Not reported ,24%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,10%,Not reported ,,Not used ,Not used ,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.24
10% glycerol in culture medium (Knockout DMEM) + Accutase,0%,-1°C/min in alcohol bath to -80°C,Not reported ,18%,Not mentioned ,,,,Not used ,Not used ,Not used ,10%,Not used ,Not reported ,,Not used ,Not used ,0.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.18
10% Ethylene Glycol (EG) in culture medium (Knockout DMEM) + 10 µM ROCK Inhibitor + Accutase,0%,-1°C/min in alcohol bath to -80°C,Not reported ,12%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,10%,Not used ,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
Complete culture medium ((HUXUC-90011),0%,-1 ◦C/min to −80 ◦C,2%,Not mentioned ,Not mentioned ,"8 pulses at 2.25 kV/cm field strength was used for electroporation. After cryopreservation, the cell suspension was replenished to 1 ml with the solution, incubated for 30 mins before cryopreservation. Live/Dead kit used for viability, with counting using ImageJ. ROS detection using 2,7-dichlorofluorescin diacetate. ","8% betaine showed best results, with viability comparable to DMSO. Lower ROS than DMSO.",https://doi.org/10.3390/ijms22147445,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.02,
Complete culture medium + 2% betaine ,0%,-1 ◦C/min to −80 ◦C,18%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,slow_freeze,0,0.18,
Complete culture medium + 4% betaine ,0%,-1 ◦C/min to −80 ◦C,30%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,slow_freeze,0,0.3,
Complete culture medium + 6% betaine ,0%,-1 ◦C/min to −80 ◦C,78%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,slow_freeze,0,0.78,
Complete culture medium + 8% betaine ,0%,-1 ◦C/min to −80 ◦C,84%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,slow_freeze,0,0.84,
Complete culture medium + 10% betaine ,0%,-1 ◦C/min to −80 ◦C,40%,Not mentioned ,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,slow_freeze,0,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
Complete Minimum Essential Medium (MEM) + 10% DMSO,10%,-1 ◦C/min to −80 ◦C,74%,Not mentioned ,Number of cells doubled in approx 3 days ,Viability measured by trypan blue exclusion with Bürker chamber; adhesion/proliferation by LDH assay; phenotype by flow cytometry ,"Complete DMEM + 15% Glycerol Optimal: higher adhesion/proliferation vs. DMSO; higher CD184 (~97%), lower CD146; similar spreading (~1500 µm²); maintained fibroblastoid morphology/differentiation",doi:10.1038/s41598-024-65469-4,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.74,
Complete Minimum Essential Medium (MEM) + 10% Glycerol,0%,-1 ◦C/min to −80 ◦C,62%,Not mentioned ,Number of cells doubled in approx 3 days ,,,,Not used ,Not used ,Not used ,10%,Not used ,,,Not used ,Not used ,0.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.62,
Complete Minimum Essential Medium (MEM) + 15% Glycerol,0%,-1 ◦C/min to −80 ◦C,70%,Not mentioned ,Number of cells doubled in approx 3 days ,,,,Not used ,Not used ,Not used ,15%,Not used ,,,Not used ,Not used ,0.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.7,
Complete Minimum Essential Medium (MEM) + 20% Glycerol,0%,-1 ◦C/min to −80 ◦C,58%,Not mentioned ,Number of cells doubled in approx 3 days ,,,,Not used ,Not used ,Not used ,20%,Not used ,,,Not used ,Not used ,0.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.58,
Complete DMEM + 10% DMSO,10%,-1 ◦C/min to −80 ◦C,76%,Not mentioned ,"Number of cells doubled in approx 3 days, before doubling again on day 4",,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.76,
Complete DMEM + 10% Glycerol,0%,-1 ◦C/min to −80 ◦C,74%,Not mentioned ,"Number of cells doubled in approx 3 days, before doubling again on day 5",,,,Not used ,Not used ,Not used ,10%,Not used ,,,Not used ,Not used ,0.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.74,
Complete DMEM + 15% Glycerol,0%,-1 ◦C/min to −80 ◦C,78%,Not mentioned ,"Number of cells doubled in approx 3 days, before doubling again on day 6",,,,Not used ,Not used ,Not used ,15%,Not used ,,,Not used ,Not used ,0.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.78,
Complete DMEM + 20% Glycerol,0%,-1 ◦C/min to −80 ◦C,52%,Not mentioned ,"Number of cells doubled in approx 3 days, before doubling again on day 7",,,,Not used ,Not used ,Not used ,20%,Not used ,,,Not used ,Not used ,0.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.52,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
Lactated Ringer Solution with 10% PEG,0%,directly to −80 ◦C for 24hrs then stored in liquid nitrogen ,60%,64%,Not mentioned ,Viability measured by trypan blue staining with OneCell Counter; recovery as viable cell ratio post-thaw,LR 3T 5D Optimal DMSO-free; similar viability/recovery/proliferation/differentiation/markers (>95% CD73/CD90/CD105+) to 10% DMSO; lower proliferation than lower PG conc.,10.1007/s10616-022-00541-3,Not used ,Not used ,Not used ,Not used ,10%,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.6,0.64
Lactated Ringer Solution with 10% PEG + 3% Trehalose ,0%,directly to −80 ◦C for 24hrs then stored in liquid nitrogen ,82%,82%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,10%,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,direct_plunge,0,0.82,0.82
Lactated Ringer Solution with 10% PEG + 3% Trehalose + 5% Dextran,0%,directly to −80 ◦C for 24hrs then stored in liquid nitrogen ,94%,96%,Not mentioned ,,,,Not used ,Not used ,Not used ,Not used ,10%,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,0.1,,0.05,,,,,,,,,,,,,,,,,direct_plunge,0,0.94,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
0 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,76%,Not mentioned ,Approx. 2 days ,Viability measured by WST-1 assay (absorbance at 450 nm); proliferation by WST-1; ROS by DCFH-DA fluorescence; phenotype by flow cytometry,5 mg/mlOptimal; comparable to FBS; low ROS; maintained after 1 year; effective for UC/BM/AD-MSCs,DOI: 10.1002/term.2116,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.76,
0 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,78%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.78,
0.1mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,82%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.82,
0.2 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,85%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.85,
0.5 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,90%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.9,
1 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,94%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.94,
2 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,95%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.95,
5 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,97%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.97,
10 mg/ml storage protein 2 + 4% DMSO in ⍺-MEM,4%,-1 ◦C/min to −80 ◦C,98%,Not mentioned ,Approx. 2 days ,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.98,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
7.5% COOH-PLL (mol fraction 0) in DMEM,0%,directly to −80 ◦C ,4%,Not mentioned ,38 hrs,"Viability measured post-thaw (trypan blue exclusion); proliferation by cell counting,",0.65 mol fraction best. maintained stemness and differentiation; membrane attachment mechanism differs from penetrating CPAs like DMSO; safer for clinical transplantation,10.1080/09205063.2013.771318,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.04,
7.5% COOH-PLL (mol fraction 0.1) in DMEM,0%,directly to −80 ◦C ,20%,Not mentioned ,38 hrs,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.2,
7.5% COOH-PLL (mol fraction 0.2) in DMEM,0%,directly to −80 ◦C ,78%,Not mentioned ,38 hrs,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.78,
7.5% COOH-PLL (mol fraction 0.46) in DMEM,0%,directly to −80 ◦C ,86%,Not mentioned ,38 hrs,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.86,
7.5% COOH-PLL (mol fraction 0.65) in DMEM,0%,directly to −80 ◦C ,96%,Not mentioned ,38 hrs,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.96,
7.5% COOH-PLL (mol fraction 0.76) in DMEM,0%,directly to −80 ◦C ,92%,Not mentioned ,38 hrs,,,,Not used ,Not used ,Not used ,Not used ,Not used ,,,Not used ,Not used ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,direct_plunge,0,0.92,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
DMEM+20% FBS+10% DMSO,10%,1◦C/min stored overnight at -80°C before storage at -150˚C,91% ± 7.0%,79% ± 3.0%,Not mentioned ,"load without NYC;  Used Annexin V-FITC & 7-AAD staining  for(viability/apoptosis), Flow cytometric analysis of cell surface markers","This study demonstrated an overall high cell integrity after LCPT-URC application (83–99%), with no significant differences between the CPs employed, DMSO or EG. However, a consistent cell viability was also obtained with treatments of DMSO or EG (68% and 51% respectively)",https://doi.org/10.1371/journal.pone.0220055 ,,,,,,,,,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.91,0.79
DMEM+0.5M trehalose,0%,105 ˚C/min to -150˚,99% ± 0.0%,26% ± 15%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.0,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.99,0.26
DMEM+ 10% DMSO ,0%,105 ˚C/min to -150˚,99% ± 0.6%,28% ± 2.0%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.99,0.28
DMEM+ 10% EG ,10%,105 ˚C/min to -150˚,83% ± 14%,68% ± 20%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.83,0.68
DMEM+0.5M trehalose+ 10% DMSO ,10%,105 ˚C/min to -150˚,99% ± 0.0%,48% ± 11%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.1,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.99,0.48
DMEM+0.5M trehalose + 10% EG,0%,105 ˚C/min to -150˚,87% ± 11%,51% ± 13%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.0,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.87,0.51
,0%,105 ˚C/min to -150˚,99% ± 0.2%,41% ± 16%,Not mentioned ,loaded on NYC,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.99,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"5% DMSO, 95% EMEA-FBS",5%,assume: -1°C/min to -180°C(only mentioned storage at liquid nitrogen),Not mentioned ,Not mentioned ,38.4± 2.4 h,"no test on viablility ，Cell proliferation was measured by using the PKH26-GL cell linker kit,Flow cytometry to analyze surface markers",MSC derived after freezing and storage of either freshly isolated BM-MNC or ex vivo -expanded MSC have the same phenotypic and cellular characteristics as MSC derived from freshly isolated BM-MNC,10.1080/14653240701322235,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
90% autologous plasma+10% DMSO,10%,"assume: -1°C/min to –90°C and then storgae in -150°C (only mentioned specifically,only mention –90°C and vapor phase liquid nitrogen)",>90%,Not mentioned ,Not mentioned , viability tested by trypan blue,"After thawing, the MSCs were more than 90% viable and sterile",10.3109/14653240903313966,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
